2025-04-03T07:14:24.495Z error: Error occured during checking availability Cannot read properties of undefined (reading 'length')
2025-04-03T07:14:24.495Z error: Error occured during checking availability Cannot read properties of undefined (reading 'length')
2025-04-03T07:14:32.537Z error: Error occured during checking availability Cannot read properties of undefined (reading 'length')
2025-04-03T07:14:32.537Z error: Error occured during checking availability Cannot read properties of undefined (reading 'length')
2025-04-03T07:15:49.713Z error: Error occured during login websiteData validation failed: CouponBannerData: Path `CouponBannerData` is required., ContactUsePageData: Path `ContactUsePageData` is required., privacyPolicy: Path `privacyPolicy` is required., termsAndCondition: Path `termsAndCondition` is required., AboutData: Path `AboutData` is required.
2025-04-03T07:15:49.713Z error: Error occured during login websiteData validation failed: CouponBannerData: Path `CouponBannerData` is required., ContactUsePageData: Path `ContactUsePageData` is required., privacyPolicy: Path `privacyPolicy` is required., termsAndCondition: Path `termsAndCondition` is required., AboutData: Path `AboutData` is required.
2025-04-03T07:16:24.636Z error: Error occured during login websiteData validation failed: CouponBannerData: Path `CouponBannerData` is required., ContactUsePageData: Path `ContactUsePageData` is required., privacyPolicy: Path `privacyPolicy` is required., termsAndCondition: Path `termsAndCondition` is required., AboutData: Path `AboutData` is required.
2025-04-03T07:16:24.636Z error: Error occured during login websiteData validation failed: CouponBannerData: Path `CouponBannerData` is required., ContactUsePageData: Path `ContactUsePageData` is required., privacyPolicy: Path `privacyPolicy` is required., termsAndCondition: Path `termsAndCondition` is required., AboutData: Path `AboutData` is required.
2025-04-03T07:17:33.465Z error: Error occurred during login websiteData validation failed: CouponBannerData: Path `CouponBannerData` is required., ContactUsePageData: Path `ContactUsePageData` is required., privacyPolicy: Path `privacyPolicy` is required., termsAndCondition: Path `termsAndCondition` is required., AboutData: Path `AboutData` is required.
2025-04-03T07:17:33.465Z error: Error occurred during login websiteData validation failed: CouponBannerData: Path `CouponBannerData` is required., ContactUsePageData: Path `ContactUsePageData` is required., privacyPolicy: Path `privacyPolicy` is required., termsAndCondition: Path `termsAndCondition` is required., AboutData: Path `AboutData` is required.
2025-04-03T07:18:06.865Z error: Error occurred during login websiteData validation failed: CouponBannerData: Path `CouponBannerData` is required., ContactUsePageData: Path `ContactUsePageData` is required., privacyPolicy: Path `privacyPolicy` is required., termsAndCondition: Path `termsAndCondition` is required., AboutData: Path `AboutData` is required.
2025-04-03T07:18:06.865Z error: Error occurred during login websiteData validation failed: CouponBannerData: Path `CouponBannerData` is required., ContactUsePageData: Path `ContactUsePageData` is required., privacyPolicy: Path `privacyPolicy` is required., termsAndCondition: Path `termsAndCondition` is required., AboutData: Path `AboutData` is required.
2025-04-03T07:19:03.602Z error: Error occurred during login websiteData validation failed: CouponBannerData: Path `CouponBannerData` is required., ContactUsePageData: Path `ContactUsePageData` is required., privacyPolicy: Path `privacyPolicy` is required., termsAndCondition: Path `termsAndCondition` is required., AboutData: Path `AboutData` is required.
2025-04-03T07:19:03.602Z error: Error occurred during login websiteData validation failed: CouponBannerData: Path `CouponBannerData` is required., ContactUsePageData: Path `ContactUsePageData` is required., privacyPolicy: Path `privacyPolicy` is required., termsAndCondition: Path `termsAndCondition` is required., AboutData: Path `AboutData` is required.
2025-04-03T07:22:31.821Z error: Error occurred during login websiteData validation failed: termsAndCondition: Path `termsAndCondition` is required.
2025-04-03T07:22:31.821Z error: Error occurred during login websiteData validation failed: termsAndCondition: Path `termsAndCondition` is required.
2025-04-03T07:37:36.353Z error: Error occurred during login logInTime.getDate is not a function
2025-04-03T07:37:36.353Z error: Error occurred during login logInTime.getDate is not a function
2025-04-03T07:38:01.937Z error: Error occurred during login websiteData validation failed: ShiprocketToken: Cast to string failed for value "{
  token: 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOjU5MDgzNjYsInNvdXJjZSI6InNyLWF1dGgtaW50IiwiZXhwIjoxNzQ0NTI5ODU2LCJqdGkiOiJmbkZ6d3hDM3VzYmJvcmF2IiwiaWF0IjoxNzQzNjY1ODU2LCJpc3MiOiJodHRwczovL3NyLWF1dGguc2hpcHJvY2tldC5pbi9hdXRob3JpemUvdXNlciIsIm5iZiI6MTc0MzY2NTg1NiwiY2lkIjo1NjUyNjQ5LCJ0YyI6MzYwLCJ2ZXJib3NlIjpmYWxzZSwidmVuZG9yX2lkIjowLCJ2ZW5kb3JfY29kZSI6IiJ9.5Vk6fGgKmTh7CcyGABJmf0D1KXsplfX0Aq7ouIv7reg',
  expiringTime: '2025-04-13T07:38:01.912Z'
2025-04-03T09:06:48.253Z info: Server running on http://localhost:8004
2025-04-03T09:06:48.253Z info: Server running on http://localhost:8004
2025-04-03T09:07:47.280Z info: Server running on http://localhost:8004
2025-04-03T09:07:47.280Z info: Server running on http://localhost:8004
2025-04-03T09:08:06.563Z info: Server running on http://localhost:8004
2025-04-03T09:08:06.563Z info: Server running on http://localhost:8004
2025-04-03T09:08:11.262Z info: Server running on http://localhost:8004
2025-04-03T09:08:11.262Z info: Server running on http://localhost:8004
2025-04-03T09:08:42.170Z info: Server running on http://localhost:8004
2025-04-03T09:08:42.170Z info: Server running on http://localhost:8004
2025-04-03T09:08:52.064Z info: Server running on http://localhost:8004
2025-04-03T09:08:52.064Z info: Server running on http://localhost:8004
2025-04-03T09:09:37.983Z info: Server running on http://localhost:8004
2025-04-03T09:09:37.983Z info: Server running on http://localhost:8004
2025-04-03T09:11:25.592Z info: Server running on http://localhost:8004
2025-04-03T09:11:25.592Z info: Server running on http://localhost:8004
2025-04-03T09:11:29.105Z info: Server running on http://localhost:8004
2025-04-03T09:11:29.105Z info: Server running on http://localhost:8004
2025-04-03T09:11:34.191Z info: Server running on http://localhost:8004
2025-04-03T09:11:34.191Z info: Server running on http://localhost:8004
2025-04-03T09:11:38.000Z info: Server running on http://localhost:8004
2025-04-03T09:11:38.000Z info: Server running on http://localhost:8004
2025-04-03T09:11:45.441Z info: Server running on http://localhost:8004
2025-04-03T09:11:45.441Z info: Server running on http://localhost:8004
2025-04-03T09:12:01.897Z info: Server running on http://localhost:8004
2025-04-03T09:12:01.897Z info: Server running on http://localhost:8004
2025-04-03T09:12:30.183Z info: Server running on http://localhost:8004
2025-04-03T09:12:30.183Z info: Server running on http://localhost:8004
2025-04-03T09:13:12.040Z info: Server running on http://localhost:8004
2025-04-03T09:13:12.040Z info: Server running on http://localhost:8004
2025-04-03T09:13:22.629Z info: Server running on http://localhost:8004
2025-04-03T09:13:22.629Z info: Server running on http://localhost:8004
2025-04-03T09:13:42.748Z info: Server running on http://localhost:8004
2025-04-03T09:13:42.748Z info: Server running on http://localhost:8004
2025-04-03T09:13:49.011Z info: Server running on http://localhost:8004
2025-04-03T09:13:49.011Z info: Server running on http://localhost:8004
2025-04-03T09:14:26.988Z info: Server running on http://localhost:8004
2025-04-03T09:14:26.988Z info: Server running on http://localhost:8004
2025-04-03T09:15:01.957Z info: Server running on http://localhost:8004
2025-04-03T09:15:01.957Z info: Server running on http://localhost:8004
2025-04-03T09:15:24.975Z info: Server running on http://localhost:8004
2025-04-03T09:15:24.975Z info: Server running on http://localhost:8004
2025-04-03T09:15:57.127Z info: Server running on http://localhost:8004
2025-04-03T09:15:57.127Z info: Server running on http://localhost:8004
2025-04-03T09:16:13.194Z info: Server running on http://localhost:8004
2025-04-03T09:16:13.194Z info: Server running on http://localhost:8004
2025-04-03T09:16:32.083Z info: Server running on http://localhost:8004
2025-04-03T09:16:32.083Z info: Server running on http://localhost:8004
2025-04-03T09:17:47.815Z info: Server running on http://localhost:8004
2025-04-03T09:17:47.815Z info: Server running on http://localhost:8004
2025-04-03T09:18:02.052Z info: Server running on http://localhost:8004
2025-04-03T09:18:02.052Z info: Server running on http://localhost:8004
2025-04-03T09:18:14.825Z info: Server running on http://localhost:8004
2025-04-03T09:18:14.825Z info: Server running on http://localhost:8004
2025-04-03T09:19:23.690Z info: Server running on http://localhost:8004
2025-04-03T09:19:23.690Z info: Server running on http://localhost:8004
2025-04-03T09:20:03.767Z info: Server running on http://localhost:8004
2025-04-03T09:20:03.767Z info: Server running on http://localhost:8004
2025-04-03T09:21:03.085Z info: Server running on http://localhost:8004
2025-04-03T09:21:03.085Z info: Server running on http://localhost:8004
2025-04-03T09:22:18.549Z info: Server running on http://localhost:8004
2025-04-03T09:22:18.549Z info: Server running on http://localhost:8004
2025-04-03T09:23:29.345Z info: Server running on http://localhost:8004
2025-04-03T09:23:29.345Z info: Server running on http://localhost:8004
2025-04-03T09:23:41.331Z info: Server running on http://localhost:8004
2025-04-03T09:23:41.331Z info: Server running on http://localhost:8004
2025-04-03T09:23:55.207Z info: Server running on http://localhost:8004
2025-04-03T09:23:55.207Z info: Server running on http://localhost:8004
2025-04-03T09:24:06.440Z info: Server running on http://localhost:8004
2025-04-03T09:24:06.440Z info: Server running on http://localhost:8004
2025-04-03T09:25:08.362Z info: Server running on http://localhost:8004
2025-04-03T09:25:08.362Z info: Server running on http://localhost:8004
2025-04-03T09:26:06.242Z error: Error Fetching Products: Cast to Number failed for value "[ '1999', '1999' ]" (type Array) at path "price" for model "product"
2025-04-03T09:26:06.242Z error: Error Fetching Products: Cast to Number failed for value "[ '1999', '1999' ]" (type Array) at path "price" for model "product"
2025-04-03T09:26:20.181Z error: Error Fetching Products: Cast to Number failed for value "[ '1999', '1999' ]" (type Array) at path "price" for model "product"
2025-04-03T09:26:20.181Z error: Error Fetching Products: Cast to Number failed for value "[ '1999', '1999' ]" (type Array) at path "price" for model "product"
2025-04-03T09:26:46.232Z error: Error Fetching Products: Cast to Number failed for value "[ '1999', '1999' ]" (type Array) at path "price" for model "product"
2025-04-03T09:26:46.232Z error: Error Fetching Products: Cast to Number failed for value "[ '1999', '1999' ]" (type Array) at path "price" for model "product"
2025-04-03T09:28:09.677Z info: Server running on http://localhost:8004
2025-04-03T09:28:09.677Z info: Server running on http://localhost:8004
2025-04-03T09:28:14.115Z error: Error Fetching Products: Cast to Number failed for value "[ '1999', '1999' ]" (type Array) at path "price" for model "product"
2025-04-03T09:28:14.115Z error: Error Fetching Products: Cast to Number failed for value "[ '1999', '1999' ]" (type Array) at path "price" for model "product"
2025-04-03T09:29:31.796Z info: Server running on http://localhost:8004
2025-04-03T09:29:31.796Z info: Server running on http://localhost:8004
2025-04-03T09:29:35.673Z error: Error Fetching Products: req.query.sellingPrice.includes is not a function
2025-04-03T09:29:35.673Z error: Error Fetching Products: req.query.sellingPrice.includes is not a function
2025-04-03T09:30:37.100Z info: Server running on http://localhost:8004
2025-04-03T09:30:37.100Z info: Server running on http://localhost:8004
2025-04-03T09:30:40.144Z info: Server running on http://localhost:8004
2025-04-03T09:30:40.144Z info: Server running on http://localhost:8004
2025-04-03T09:33:44.903Z info: Server running on http://localhost:8004
2025-04-03T09:33:44.903Z info: Server running on http://localhost:8004
2025-04-03T09:33:53.684Z info: Server running on http://localhost:8004
2025-04-03T09:33:53.684Z info: Server running on http://localhost:8004
2025-04-03T09:35:09.253Z info: Server running on http://localhost:8004
2025-04-03T09:35:09.253Z info: Server running on http://localhost:8004
2025-04-03T09:36:49.020Z info: Server running on http://localhost:8004
2025-04-03T09:36:49.020Z info: Server running on http://localhost:8004
2025-04-03T09:37:10.779Z info: Server running on http://localhost:8004
2025-04-03T09:37:10.779Z info: Server running on http://localhost:8004
2025-04-03T09:38:00.557Z info: Server running on http://localhost:8004
2025-04-03T09:38:00.557Z info: Server running on http://localhost:8004
2025-04-03T09:40:50.591Z info: Server running on http://localhost:8004
2025-04-03T09:40:50.591Z info: Server running on http://localhost:8004
2025-04-03T09:40:55.268Z info: Server running on http://localhost:8004
2025-04-03T09:40:55.268Z info: Server running on http://localhost:8004
2025-04-03T09:41:01.652Z info: Server running on http://localhost:8004
2025-04-03T09:41:01.652Z info: Server running on http://localhost:8004
2025-04-03T09:44:52.471Z info: Server running on http://localhost:8004
2025-04-03T09:44:52.471Z info: Server running on http://localhost:8004
2025-04-03T09:45:24.418Z info: Server running on http://localhost:8004
2025-04-03T09:45:24.418Z info: Server running on http://localhost:8004
2025-04-03T09:45:32.783Z info: Server running on http://localhost:8004
2025-04-03T09:45:32.783Z info: Server running on http://localhost:8004
2025-04-03T09:45:51.144Z info: Server running on http://localhost:8004
2025-04-03T09:45:51.144Z info: Server running on http://localhost:8004
2025-04-03T09:45:57.343Z info: Server running on http://localhost:8004
2025-04-03T09:45:57.343Z info: Server running on http://localhost:8004
2025-04-03T09:46:02.692Z info: Server running on http://localhost:8004
2025-04-03T09:46:02.692Z info: Server running on http://localhost:8004
2025-04-03T09:46:14.642Z info: Server running on http://localhost:8004
2025-04-03T09:46:14.642Z info: Server running on http://localhost:8004
2025-04-03T09:46:17.412Z info: Server running on http://localhost:8004
2025-04-03T09:46:17.412Z info: Server running on http://localhost:8004
2025-04-03T09:46:22.126Z info: Server running on http://localhost:8004
2025-04-03T09:46:22.126Z info: Server running on http://localhost:8004
2025-04-03T09:46:45.115Z info: Server running on http://localhost:8004
2025-04-03T09:46:45.115Z info: Server running on http://localhost:8004
2025-04-03T09:49:49.659Z info: Server running on http://localhost:8004
2025-04-03T09:49:49.659Z info: Server running on http://localhost:8004
2025-04-03T09:51:21.292Z info: Server running on http://localhost:8004
2025-04-03T09:51:21.292Z info: Server running on http://localhost:8004
2025-04-03T09:51:26.659Z info: Server running on http://localhost:8004
2025-04-03T09:51:26.659Z info: Server running on http://localhost:8004
2025-04-03T09:51:47.991Z info: Server running on http://localhost:8004
2025-04-03T09:51:47.991Z info: Server running on http://localhost:8004
2025-04-03T09:52:18.040Z info: Server running on http://localhost:8004
2025-04-03T09:52:18.040Z info: Server running on http://localhost:8004
2025-04-03T09:53:31.328Z info: Server running on http://localhost:8004
2025-04-03T09:53:31.328Z info: Server running on http://localhost:8004
2025-04-03T09:53:42.495Z info: Server running on http://localhost:8004
2025-04-03T09:53:42.495Z info: Server running on http://localhost:8004
2025-04-03T09:53:50.858Z info: Server running on http://localhost:8004
2025-04-03T09:53:50.858Z info: Server running on http://localhost:8004
2025-04-03T09:54:35.829Z info: Server running on http://localhost:8004
2025-04-03T09:54:35.829Z info: Server running on http://localhost:8004
2025-04-03T09:54:46.939Z info: Server running on http://localhost:8004
2025-04-03T09:54:46.939Z info: Server running on http://localhost:8004
2025-04-03T09:55:39.300Z info: Server running on http://localhost:8004
2025-04-03T09:55:39.300Z info: Server running on http://localhost:8004
2025-04-03T09:55:45.184Z info: Server running on http://localhost:8004
2025-04-03T09:55:45.184Z info: Server running on http://localhost:8004
2025-04-03T09:57:52.136Z info: Server running on http://localhost:8004
2025-04-03T09:57:52.136Z info: Server running on http://localhost:8004
2025-04-03T09:58:30.431Z info: Server running on http://localhost:8004
2025-04-03T09:58:30.431Z info: Server running on http://localhost:8004
2025-04-03T10:00:16.504Z info: Server running on http://localhost:8004
2025-04-03T10:00:16.504Z info: Server running on http://localhost:8004
2025-04-03T10:00:47.522Z info: Server running on http://localhost:8004
2025-04-03T10:00:47.522Z info: Server running on http://localhost:8004
2025-04-03T10:01:16.007Z info: Server running on http://localhost:8004
2025-04-03T10:01:16.007Z info: Server running on http://localhost:8004
2025-04-03T10:02:45.595Z info: Server running on http://localhost:8004
2025-04-03T10:02:45.595Z info: Server running on http://localhost:8004
2025-04-03T10:02:49.859Z info: Server running on http://localhost:8004
2025-04-03T10:02:49.859Z info: Server running on http://localhost:8004
2025-04-03T10:05:54.657Z info: Server running on http://localhost:8004
2025-04-03T10:05:54.657Z info: Server running on http://localhost:8004
2025-04-03T10:06:07.340Z info: Server running on http://localhost:8004
2025-04-03T10:06:07.340Z info: Server running on http://localhost:8004
2025-04-03T10:07:00.257Z info: Server running on http://localhost:8004
2025-04-03T10:07:00.257Z info: Server running on http://localhost:8004
2025-04-03T10:07:12.466Z info: Server running on http://localhost:8004
2025-04-03T10:07:12.466Z info: Server running on http://localhost:8004
2025-04-03T10:07:19.497Z info: Server running on http://localhost:8004
2025-04-03T10:07:19.497Z info: Server running on http://localhost:8004
2025-04-03T10:07:35.936Z info: Server running on http://localhost:8004
2025-04-03T10:07:35.936Z info: Server running on http://localhost:8004
2025-04-03T10:08:40.095Z info: Server running on http://localhost:8004
2025-04-03T10:08:40.095Z info: Server running on http://localhost:8004
2025-04-03T10:08:51.507Z info: Server running on http://localhost:8004
2025-04-03T10:08:51.507Z info: Server running on http://localhost:8004
2025-04-03T10:09:03.193Z info: Server running on http://localhost:8004
2025-04-03T10:09:03.193Z info: Server running on http://localhost:8004
2025-04-03T10:10:48.452Z info: Server running on http://localhost:8004
2025-04-03T10:10:48.452Z info: Server running on http://localhost:8004
2025-04-03T10:10:52.379Z info: Server running on http://localhost:8004
2025-04-03T10:10:52.379Z info: Server running on http://localhost:8004
2025-04-03T10:10:54.829Z info: Server running on http://localhost:8004
2025-04-03T10:10:54.829Z info: Server running on http://localhost:8004
2025-04-03T10:10:58.695Z info: Server running on http://localhost:8004
2025-04-03T10:10:58.695Z info: Server running on http://localhost:8004
2025-04-03T10:12:25.702Z info: Server running on http://localhost:8004
2025-04-03T10:12:25.702Z info: Server running on http://localhost:8004
2025-04-03T10:12:44.326Z info: Server running on http://localhost:8004
2025-04-03T10:12:44.326Z info: Server running on http://localhost:8004
2025-04-03T10:16:12.788Z info: Server running on http://localhost:8004
2025-04-03T10:16:12.788Z info: Server running on http://localhost:8004
2025-04-03T10:16:39.170Z info: Server running on http://localhost:8004
2025-04-03T10:16:39.170Z info: Server running on http://localhost:8004
2025-04-03T10:17:19.200Z info: Server running on http://localhost:8004
2025-04-03T10:17:19.200Z info: Server running on http://localhost:8004
2025-04-03T10:17:22.338Z info: Server running on http://localhost:8004
2025-04-03T10:17:22.338Z info: Server running on http://localhost:8004
2025-04-03T10:17:33.588Z info: Server running on http://localhost:8004
2025-04-03T10:17:33.588Z info: Server running on http://localhost:8004
2025-04-03T10:21:57.575Z info: Server running on http://localhost:8004
2025-04-03T10:21:57.575Z info: Server running on http://localhost:8004
2025-04-03T10:22:09.769Z info: Server running on http://localhost:8004
2025-04-03T10:22:09.769Z info: Server running on http://localhost:8004
2025-04-03T10:22:25.791Z info: Server running on http://localhost:8004
2025-04-03T10:22:25.791Z info: Server running on http://localhost:8004
2025-04-03T10:23:00.335Z info: Server running on http://localhost:8004
2025-04-03T10:23:00.335Z info: Server running on http://localhost:8004
2025-04-03T10:23:26.992Z info: Server running on http://localhost:8004
2025-04-03T10:23:26.992Z info: Server running on http://localhost:8004
2025-04-03T10:24:00.215Z info: Server running on http://localhost:8004
2025-04-03T10:24:00.215Z info: Server running on http://localhost:8004
2025-04-03T10:24:17.441Z info: Server running on http://localhost:8004
2025-04-03T10:24:17.441Z info: Server running on http://localhost:8004
2025-04-03T10:24:23.540Z info: Server running on http://localhost:8004
2025-04-03T10:24:23.540Z info: Server running on http://localhost:8004
2025-04-03T10:24:51.894Z info: Server running on http://localhost:8004
